year,species_id,sex,hindfoot_length,weight,genus,species,taxa
1986,OL,M,19,38,Onychomys,leucogaster,Rodent
1986,OL,F,20,34,Onychomys,leucogaster,Rodent
1986,OL,M,21,41,Onychomys,leucogaster,Rodent
1986,OL,F,17,35,Onychomys,leucogaster,Rodent
1986,OL,M,22,28,Onychomys,leucogaster,Rodent
1986,OL,M,21,34,Onychomys,leucogaster,Rodent
1986,OL,F,21,32,Onychomys,leucogaster,Rodent
1987,OL,M,22,39,Onychomys,leucogaster,Rodent
1987,OL,M,20,38,Onychomys,leucogaster,Rodent
1987,OL,F,21,29,Onychomys,leucogaster,Rodent
1987,OL,M,21,35,Onychomys,leucogaster,Rodent
1987,OL,F,19,33,Onychomys,leucogaster,Rodent
1987,OL,M,NA,27,Onychomys,leucogaster,Rodent
1987,OL,M,NA,33,Onychomys,leucogaster,Rodent
1987,OL,F,20,36,Onychomys,leucogaster,Rodent
1987,OL,M,21,31,Onychomys,leucogaster,Rodent
1987,OL,M,22,28,Onychomys,leucogaster,Rodent
1987,OL,F,20,29,Onychomys,leucogaster,Rodent
1988,OL,M,20,35,Onychomys,leucogaster,Rodent
1988,OL,F,18,12,Onychomys,leucogaster,Rodent
1988,OL,F,21,39,Onychomys,leucogaster,Rodent
1988,OL,F,18,12,Onychomys,leucogaster,Rodent
1988,OL,M,21,37,Onychomys,leucogaster,Rodent
1988,OL,F,22,32,Onychomys,leucogaster,Rodent
1988,OL,M,21,31,Onychomys,leucogaster,Rodent
1989,OL,M,22,31,Onychomys,leucogaster,Rodent
1989,OL,F,21,34,Onychomys,leucogaster,Rodent
1992,OL,M,20,20,Onychomys,leucogaster,Rodent
1995,OL,M,21,27,Onychomys,leucogaster,Rodent
1996,OL,M,23,40,Onychomys,leucogaster,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,F,22,30,Peromyscus,maniculatus,Rodent
1999,PM,M,21,23,Peromyscus,maniculatus,Rodent
1979,NL,F,31,168,Neotoma,albigula,Rodent
1980,NL,M,35,241,Neotoma,albigula,Rodent
1980,NL,F,31,124,Neotoma,albigula,Rodent
1980,NL,F,31,120,Neotoma,albigula,Rodent
1981,NL,F,29,118,Neotoma,albigula,Rodent
1981,NL,F,30,135,Neotoma,albigula,Rodent
1981,NL,M,35,177,Neotoma,albigula,Rodent
1982,NL,F,32,140,Neotoma,albigula,Rodent
1982,NL,F,31,124,Neotoma,albigula,Rodent
1982,NL,F,NA,139,Neotoma,albigula,Rodent
1982,NL,M,NA,60,Neotoma,albigula,Rodent
1982,NL,M,34,160,Neotoma,albigula,Rodent
1983,NL,F,32,171,Neotoma,albigula,Rodent
1983,NL,F,32,141,Neotoma,albigula,Rodent
1983,NL,F,33,156,Neotoma,albigula,Rodent
1983,NL,F,33,164,Neotoma,albigula,Rodent
1983,NL,F,32,169,Neotoma,albigula,Rodent
1985,NL,M,32,125,Neotoma,albigula,Rodent
1986,NL,M,32,123,Neotoma,albigula,Rodent
1986,NL,F,NA,182,Neotoma,albigula,Rodent
1986,NL,F,32,180,Neotoma,albigula,Rodent
1986,NL,M,32,176,Neotoma,albigula,Rodent
1987,NL,M,32,115,Neotoma,albigula,Rodent
1987,NL,M,NA,128,Neotoma,albigula,Rodent
1987,NL,F,NA,186,Neotoma,albigula,Rodent
1987,NL,M,32,170,Neotoma,albigula,Rodent
1987,NL,F,34,182,Neotoma,albigula,Rodent
1987,NL,F,32,190,Neotoma,albigula,Rodent
1987,NL,M,33,136,Neotoma,albigula,Rodent
1987,NL,M,33,150,Neotoma,albigula,Rodent
1988,NL,M,35,162,Neotoma,albigula,Rodent
1988,NL,F,32,192,Neotoma,albigula,Rodent
1988,NL,F,38,176,Neotoma,albigula,Rodent
1988,NL,F,32,184,Neotoma,albigula,Rodent
1988,NL,M,34,128,Neotoma,albigula,Rodent
1993,NL,M,32,106,Neotoma,albigula,Rodent
1978,OL,M,21,38,Onychomys,leucogaster,Rodent
1978,OL,M,22,44,Onychomys,leucogaster,Rodent
1978,OL,F,21,29,Onychomys,leucogaster,Rodent
1978,OL,M,21,36,Onychomys,leucogaster,Rodent
1978,OL,F,20,24,Onychomys,leucogaster,Rodent
1978,OL,M,20,34,Onychomys,leucogaster,Rodent
1978,OL,F,21,29,Onychomys,leucogaster,Rodent
1979,OL,M,NA,39,Onychomys,leucogaster,Rodent
1979,OL,F,22,39,Onychomys,leucogaster,Rodent
1979,OL,F,20,45,Onychomys,leucogaster,Rodent
1979,OL,F,20,40,Onychomys,leucogaster,Rodent
1980,OL,M,NA,38,Onychomys,leucogaster,Rodent
1980,OL,M,NA,37,Onychomys,leucogaster,Rodent
1980,OL,F,NA,38,Onychomys,leucogaster,Rodent
1980,OL,F,21,33,Onychomys,leucogaster,Rodent
1980,OL,F,19,37,Onychomys,leucogaster,Rodent
1981,OL,F,17,36,Onychomys,leucogaster,Rodent
1981,OL,F,21,42,Onychomys,leucogaster,Rodent
1981,OL,F,21,35,Onychomys,leucogaster,Rodent
1982,OL,F,22,29,Onychomys,leucogaster,Rodent
1982,OL,F,22,43,Onychomys,leucogaster,Rodent
1982,OL,M,22,39,Onychomys,leucogaster,Rodent
1982,OL,M,21,37,Onychomys,leucogaster,Rodent
1982,OL,M,21,30,Onychomys,leucogaster,Rodent
1983,OL,M,20,32,Onychomys,leucogaster,Rodent
1983,OL,M,22,37,Onychomys,leucogaster,Rodent
1983,OL,F,21,31,Onychomys,leucogaster,Rodent
1984,OL,F,21,29,Onychomys,leucogaster,Rodent
1984,OL,F,20,26,Onychomys,leucogaster,Rodent
1984,OL,M,21,40,Onychomys,leucogaster,Rodent
1985,OL,M,21,34,Onychomys,leucogaster,Rodent
1985,OL,M,20,30,Onychomys,leucogaster,Rodent
1986,OL,F,19,42,Onychomys,leucogaster,Rodent
1987,OL,M,18,29,Onychomys,leucogaster,Rodent
1987,OL,F,20,39,Onychomys,leucogaster,Rodent
1987,OL,M,20,22,Onychomys,leucogaster,Rodent
1987,OL,F,21,34,Onychomys,leucogaster,Rodent
1987,OL,M,21,42,Onychomys,leucogaster,Rodent
1987,OL,F,19,40,Onychomys,leucogaster,Rodent
1987,OL,F,20,35,Onychomys,leucogaster,Rodent
1988,OL,M,21,30,Onychomys,leucogaster,Rodent
1988,OL,M,22,36,Onychomys,leucogaster,Rodent
1989,OL,M,20,29,Onychomys,leucogaster,Rodent
1989,OL,M,22,30,Onychomys,leucogaster,Rodent
1989,OL,M,22,30,Onychomys,leucogaster,Rodent
1991,OL,M,19,32,Onychomys,leucogaster,Rodent
1991,OL,M,20,34,Onychomys,leucogaster,Rodent
1991,OL,M,21,23,Onychomys,leucogaster,Rodent
1992,OL,M,20,35,Onychomys,leucogaster,Rodent
1992,OL,F,23,31,Onychomys,leucogaster,Rodent
1992,OL,M,21,37,Onychomys,leucogaster,Rodent
1992,OL,F,20,36,Onychomys,leucogaster,Rodent
1992,OL,F,19,36,Onychomys,leucogaster,Rodent
1992,OL,M,20,37,Onychomys,leucogaster,Rodent
1992,OL,M,19,32,Onychomys,leucogaster,Rodent
1992,OL,F,18,30,Onychomys,leucogaster,Rodent
1992,OL,M,16,16,Onychomys,leucogaster,Rodent
1993,OL,M,20,35,Onychomys,leucogaster,Rodent
1993,OL,M,20,37,Onychomys,leucogaster,Rodent
1993,OL,F,21,38,Onychomys,leucogaster,Rodent
1993,OL,M,20,31,Onychomys,leucogaster,Rodent
1993,OL,M,20,35,Onychomys,leucogaster,Rodent
1993,OL,M,19,37,Onychomys,leucogaster,Rodent
1993,OL,F,21,33,Onychomys,leucogaster,Rodent
1993,OL,M,21,34,Onychomys,leucogaster,Rodent
1993,OL,M,21,34,Onychomys,leucogaster,Rodent
1993,OL,M,32,34,Onychomys,leucogaster,Rodent
1994,OL,F,21,19,Onychomys,leucogaster,Rodent
1994,OL,M,22,25,Onychomys,leucogaster,Rodent
1994,OL,F,22,30,Onychomys,leucogaster,Rodent
1994,OL,M,22,29,Onychomys,leucogaster,Rodent
1994,OL,F,20,19,Onychomys,leucogaster,Rodent
1994,OL,M,21,21,Onychomys,leucogaster,Rodent
1994,OL,F,20,23,Onychomys,leucogaster,Rodent
1994,OL,M,29,12,Onychomys,leucogaster,Rodent
1995,OL,M,21,24,Onychomys,leucogaster,Rodent
1995,OL,F,22,24,Onychomys,leucogaster,Rodent
1995,OL,M,21,34,Onychomys,leucogaster,Rodent
1995,OL,F,20,29,Onychomys,leucogaster,Rodent
1995,OL,F,20,32,Onychomys,leucogaster,Rodent
1995,OL,M,20,26,Onychomys,leucogaster,Rodent
1995,OL,M,21,29,Onychomys,leucogaster,Rodent
1995,OL,M,21,33,Onychomys,leucogaster,Rodent
1995,OL,M,20,21,Onychomys,leucogaster,Rodent
1987,PM,M,NA,25,Peromyscus,maniculatus,Rodent
1987,PM,M,22,26,Peromyscus,maniculatus,Rodent
1987,PM,M,22,23,Peromyscus,maniculatus,Rodent
1987,PM,M,22,25,Peromyscus,maniculatus,Rodent
1988,PM,M,20,19,Peromyscus,maniculatus,Rodent
1988,PM,M,21,24,Peromyscus,maniculatus,Rodent
1989,PM,M,21,24,Peromyscus,maniculatus,Rodent
1995,PM,M,36,49,Peromyscus,maniculatus,Rodent
1996,PM,M,22,23,Peromyscus,maniculatus,Rodent
1996,PM,F,22,20,Peromyscus,maniculatus,Rodent
1996,PM,M,20,21,Peromyscus,maniculatus,Rodent
1996,PM,F,21,22,Peromyscus,maniculatus,Rodent
1996,PM,F,21,13,Peromyscus,maniculatus,Rodent
1996,PM,M,20,14,Peromyscus,maniculatus,Rodent
1996,PM,F,19,23,Peromyscus,maniculatus,Rodent
1997,PM,M,21,18,Peromyscus,maniculatus,Rodent
1997,PM,M,21,15,Peromyscus,maniculatus,Rodent
1997,PM,F,18,30,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,M,21,22,Peromyscus,maniculatus,Rodent
1997,PM,F,18,25,Peromyscus,maniculatus,Rodent
1997,PM,M,21,18,Peromyscus,maniculatus,Rodent
1997,PM,M,20,22,Peromyscus,maniculatus,Rodent
1997,PM,F,20,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,F,17,26,Peromyscus,maniculatus,Rodent
1997,PM,M,21,21,Peromyscus,maniculatus,Rodent
1997,PM,M,21,21,Peromyscus,maniculatus,Rodent
1998,PM,M,21,23,Peromyscus,maniculatus,Rodent
1998,PM,F,21,21,Peromyscus,maniculatus,Rodent
1998,PM,F,19,24,Peromyscus,maniculatus,Rodent
1989,RF,F,15,11,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,13,Reithrodontomys,fulvescens,Rodent
1989,RF,F,18,14,Reithrodontomys,fulvescens,Rodent
1990,RF,F,18,14,Reithrodontomys,fulvescens,Rodent
1990,RF,F,18,13,Reithrodontomys,fulvescens,Rodent
1990,RF,F,18,15,Reithrodontomys,fulvescens,Rodent
1992,PH,F,24,29,Perognathus,hispidus,Rodent
1992,PH,F,25,29,Perognathus,hispidus,Rodent
1992,PH,F,26,29,Perognathus,hispidus,Rodent
1992,PH,M,22,18,Perognathus,hispidus,Rodent
1992,PH,M,25,34,Perognathus,hispidus,Rodent
1979,NL,F,33,122,Neotoma,albigula,Rodent
1983,NL,F,31,139,Neotoma,albigula,Rodent
1991,NL,M,32,99,Neotoma,albigula,Rodent
1979,OL,M,21,27,Onychomys,leucogaster,Rodent
1982,OL,M,22,36,Onychomys,leucogaster,Rodent
1982,OL,F,21,31,Onychomys,leucogaster,Rodent
1992,OL,M,20,26,Onychomys,leucogaster,Rodent
1992,OL,M,21,23,Onychomys,leucogaster,Rodent
1993,OL,F,19,22,Onychomys,leucogaster,Rodent
1993,OL,F,18,24,Onychomys,leucogaster,Rodent
1993,OL,M,21,27,Onychomys,leucogaster,Rodent
1993,OL,F,20,27,Onychomys,leucogaster,Rodent
1978,PM,F,NA,21,Peromyscus,maniculatus,Rodent
1978,PM,M,20,19,Peromyscus,maniculatus,Rodent
1981,PM,F,20,23,Peromyscus,maniculatus,Rodent
1981,PM,F,20,25,Peromyscus,maniculatus,Rodent
1981,PM,M,22,23,Peromyscus,maniculatus,Rodent
1981,PM,M,19,18,Peromyscus,maniculatus,Rodent
1981,PM,M,21,24,Peromyscus,maniculatus,Rodent
1981,PM,F,21,10,Peromyscus,maniculatus,Rodent
1981,PM,F,22,9,Peromyscus,maniculatus,Rodent
1981,PM,M,23,22,Peromyscus,maniculatus,Rodent
1982,PM,M,21,24,Peromyscus,maniculatus,Rodent
1982,PM,M,21,23,Peromyscus,maniculatus,Rodent
1982,PM,M,21,22,Peromyscus,maniculatus,Rodent
1982,PM,M,21,12,Peromyscus,maniculatus,Rodent
1982,PM,M,20,18,Peromyscus,maniculatus,Rodent
1982,PM,M,20,11,Peromyscus,maniculatus,Rodent
1982,PM,M,20,19,Peromyscus,maniculatus,Rodent
1982,PM,M,21,20,Peromyscus,maniculatus,Rodent
1982,PM,M,NA,21,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,34,Peromyscus,maniculatus,Rodent
1982,PM,M,NA,24,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,25,Peromyscus,maniculatus,Rodent
1982,PM,M,NA,22,Peromyscus,maniculatus,Rodent
1982,PM,F,20,18,Peromyscus,maniculatus,Rodent
1982,PM,F,21,27,Peromyscus,maniculatus,Rodent
1982,PM,M,21,21,Peromyscus,maniculatus,Rodent
1982,PM,M,21,23,Peromyscus,maniculatus,Rodent
1982,PM,M,20,23,Peromyscus,maniculatus,Rodent
1982,PM,M,21,21,Peromyscus,maniculatus,Rodent
1982,PM,M,20,22,Peromyscus,maniculatus,Rodent
1982,PM,F,19,15,Peromyscus,maniculatus,Rodent
1983,PM,M,21,26,Peromyscus,maniculatus,Rodent
1983,PM,M,21,20,Peromyscus,maniculatus,Rodent
1983,PM,M,20,26,Peromyscus,maniculatus,Rodent
1983,PM,M,20,27,Peromyscus,maniculatus,Rodent
1983,PM,F,20,18,Peromyscus,maniculatus,Rodent
1983,PM,M,21,19,Peromyscus,maniculatus,Rodent
1983,PM,M,19,24,Peromyscus,maniculatus,Rodent
1983,PM,M,20,24,Peromyscus,maniculatus,Rodent
1983,PM,M,21,21,Peromyscus,maniculatus,Rodent
1983,PM,M,18,23,Peromyscus,maniculatus,Rodent
1983,PM,M,20,22,Peromyscus,maniculatus,Rodent
1983,PM,F,21,15,Peromyscus,maniculatus,Rodent
1984,PM,F,20,24,Peromyscus,maniculatus,Rodent
1985,PM,M,20,7,Peromyscus,maniculatus,Rodent
1985,PM,F,19,14,Peromyscus,maniculatus,Rodent
1985,PM,F,21,24,Peromyscus,maniculatus,Rodent
1985,PM,F,21,24,Peromyscus,maniculatus,Rodent
1985,PM,M,21,21,Peromyscus,maniculatus,Rodent
1986,PM,F,21,15,Peromyscus,maniculatus,Rodent
1986,PM,F,21,26,Peromyscus,maniculatus,Rodent
1986,PM,M,20,19,Peromyscus,maniculatus,Rodent
1986,PM,F,21,23,Peromyscus,maniculatus,Rodent
1986,PM,F,20,22,Peromyscus,maniculatus,Rodent
1986,PM,M,20,20,Peromyscus,maniculatus,Rodent
1986,PM,M,19,12,Peromyscus,maniculatus,Rodent
1986,PM,F,20,25,Peromyscus,maniculatus,Rodent
1986,PM,F,19,24,Peromyscus,maniculatus,Rodent
1987,PM,F,19,25,Peromyscus,maniculatus,Rodent
1987,PM,M,18,18,Peromyscus,maniculatus,Rodent
1987,PM,F,20,30,Peromyscus,maniculatus,Rodent
1987,PM,M,21,26,Peromyscus,maniculatus,Rodent
1987,PM,F,19,33,Peromyscus,maniculatus,Rodent
1987,PM,M,19,25,Peromyscus,maniculatus,Rodent
1987,PM,F,20,26,Peromyscus,maniculatus,Rodent
1987,PM,M,NA,18,Peromyscus,maniculatus,Rodent
1987,PM,M,20,17,Peromyscus,maniculatus,Rodent
1987,PM,M,21,17,Peromyscus,maniculatus,Rodent
1987,PM,M,22,25,Peromyscus,maniculatus,Rodent
1987,PM,F,20,19,Peromyscus,maniculatus,Rodent
1987,PM,M,20,20,Peromyscus,maniculatus,Rodent
1988,PM,M,22,23,Peromyscus,maniculatus,Rodent
1988,PM,F,21,15,Peromyscus,maniculatus,Rodent
1988,PM,M,21,24,Peromyscus,maniculatus,Rodent
1988,PM,F,21,20,Peromyscus,maniculatus,Rodent
1988,PM,M,21,26,Peromyscus,maniculatus,Rodent
1988,PM,M,21,18,Peromyscus,maniculatus,Rodent
1989,PM,F,21,28,Peromyscus,maniculatus,Rodent
1989,PM,F,21,26,Peromyscus,maniculatus,Rodent
1989,PM,M,21,21,Peromyscus,maniculatus,Rodent
1989,PM,M,22,20,Peromyscus,maniculatus,Rodent
1996,PM,M,20,14,Peromyscus,maniculatus,Rodent
1996,PM,M,21,23,Peromyscus,maniculatus,Rodent
1996,PM,M,19,28,Peromyscus,maniculatus,Rodent
1996,PM,F,20,24,Peromyscus,maniculatus,Rodent
1996,PM,F,20,11,Peromyscus,maniculatus,Rodent
1997,PM,F,21,21,Peromyscus,maniculatus,Rodent
1997,PM,F,21,25,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,F,19,28,Peromyscus,maniculatus,Rodent
1997,PM,M,19,17,Peromyscus,maniculatus,Rodent
1997,PM,F,20,23,Peromyscus,maniculatus,Rodent
1997,PM,F,20,20,Peromyscus,maniculatus,Rodent
1997,PM,M,19,13,Peromyscus,maniculatus,Rodent
1997,PM,F,20,13,Peromyscus,maniculatus,Rodent
1997,PM,F,21,25,Peromyscus,maniculatus,Rodent
1997,PM,F,20,23,Peromyscus,maniculatus,Rodent
1997,PM,F,21,22,Peromyscus,maniculatus,Rodent
1997,PM,M,21,20,Peromyscus,maniculatus,Rodent
1997,PM,F,20,20,Peromyscus,maniculatus,Rodent
1997,PM,M,21,17,Peromyscus,maniculatus,Rodent
1997,PM,M,21,19,Peromyscus,maniculatus,Rodent
1997,PM,M,20,23,Peromyscus,maniculatus,Rodent
1997,PM,F,19,20,Peromyscus,maniculatus,Rodent
1998,PM,F,20,23,Peromyscus,maniculatus,Rodent
1998,PM,F,21,20,Peromyscus,maniculatus,Rodent
1998,PM,M,20,23,Peromyscus,maniculatus,Rodent
1998,PM,F,19,21,Peromyscus,maniculatus,Rodent
1999,PM,M,20,29,Peromyscus,maniculatus,Rodent
1999,PM,M,20,22,Peromyscus,maniculatus,Rodent
1999,PM,M,21,21,Peromyscus,maniculatus,Rodent
1999,PM,M,20,20,Peromyscus,maniculatus,Rodent
1988,RF,F,17,11,Reithrodontomys,fulvescens,Rodent
1988,RF,F,19,12,Reithrodontomys,fulvescens,Rodent
1989,SF,M,27,50,Sigmodon,fulviventer,Rodent
1990,SF,M,27,68,Sigmodon,fulviventer,Rodent
1991,SF,M,28,64,Sigmodon,fulviventer,Rodent
1991,SF,M,26,100,Sigmodon,fulviventer,Rodent
1991,SF,F,29,84,Sigmodon,fulviventer,Rodent
1991,SF,M,27,60,Sigmodon,fulviventer,Rodent
2002,SF,M,25,45,Sigmodon,fulviventer,Rodent
1997,PL,M,18,10,Peromyscus,leucopus,Rodent
1980,NL,F,34,170,Neotoma,albigula,Rodent
1980,NL,M,NA,109,Neotoma,albigula,Rodent
1980,NL,F,34,187,Neotoma,albigula,Rodent
1980,NL,F,29,75,Neotoma,albigula,Rodent
1980,NL,F,34,191,Neotoma,albigula,Rodent
1980,NL,F,31,108,Neotoma,albigula,Rodent
1980,NL,F,33,139,Neotoma,albigula,Rodent
1980,NL,F,34,193,Neotoma,albigula,Rodent
1980,NL,F,33,198,Neotoma,albigula,Rodent
1981,NL,F,32,192,Neotoma,albigula,Rodent
1981,NL,F,33,251,Neotoma,albigula,Rodent
1981,NL,F,33,208,Neotoma,albigula,Rodent
1981,NL,M,33,136,Neotoma,albigula,Rodent
1981,NL,M,34,137,Neotoma,albigula,Rodent
1981,NL,M,NA,193,Neotoma,albigula,Rodent
1981,NL,F,33,162,Neotoma,albigula,Rodent
1981,NL,F,33,134,Neotoma,albigula,Rodent
1981,NL,M,34,157,Neotoma,albigula,Rodent
1982,NL,M,33,226,Neotoma,albigula,Rodent
1982,NL,F,33,183,Neotoma,albigula,Rodent
1982,NL,M,32,127,Neotoma,albigula,Rodent
1982,NL,F,NA,181,Neotoma,albigula,Rodent
1982,NL,M,NA,204,Neotoma,albigula,Rodent
1982,NL,M,NA,223,Neotoma,albigula,Rodent
1982,NL,F,NA,184,Neotoma,albigula,Rodent
1982,NL,F,NA,150,Neotoma,albigula,Rodent
1982,NL,F,30,162,Neotoma,albigula,Rodent
1983,NL,F,32,100,Neotoma,albigula,Rodent
1983,NL,F,32,118,Neotoma,albigula,Rodent
1983,NL,F,33,148,Neotoma,albigula,Rodent
1983,NL,F,NA,208,Neotoma,albigula,Rodent
1983,NL,F,32,148,Neotoma,albigula,Rodent
1983,NL,F,32,188,Neotoma,albigula,Rodent
1983,NL,F,31,161,Neotoma,albigula,Rodent
1983,NL,F,32,195,Neotoma,albigula,Rodent
1983,NL,M,34,199,Neotoma,albigula,Rodent
1983,NL,F,32,178,Neotoma,albigula,Rodent
1984,NL,F,31,122,Neotoma,albigula,Rodent
1984,NL,F,33,205,Neotoma,albigula,Rodent
1984,NL,F,33,195,Neotoma,albigula,Rodent
1984,NL,F,34,198,Neotoma,albigula,Rodent
1984,NL,F,32,107,Neotoma,albigula,Rodent
1984,NL,F,33,195,Neotoma,albigula,Rodent
1984,NL,M,33,186,Neotoma,albigula,Rodent
1985,NL,M,30,138,Neotoma,albigula,Rodent
1985,NL,F,31,116,Neotoma,albigula,Rodent
1985,NL,M,32,190,Neotoma,albigula,Rodent
1986,NL,F,35,138,Neotoma,albigula,Rodent
1987,NL,F,32,153,Neotoma,albigula,Rodent
1987,NL,F,NA,196,Neotoma,albigula,Rodent
1987,NL,F,33,192,Neotoma,albigula,Rodent
1987,NL,M,34,160,Neotoma,albigula,Rodent
1987,NL,F,33,202,Neotoma,albigula,Rodent
1987,NL,M,31,135,Neotoma,albigula,Rodent
1987,NL,M,33,136,Neotoma,albigula,Rodent
1987,NL,F,33,150,Neotoma,albigula,Rodent
1988,NL,F,33,148,Neotoma,albigula,Rodent
1988,NL,F,35,220,Neotoma,albigula,Rodent
1988,NL,F,33,176,Neotoma,albigula,Rodent
1988,NL,M,34,230,Neotoma,albigula,Rodent
1988,NL,M,33,145,Neotoma,albigula,Rodent
1988,NL,F,35,174,Neotoma,albigula,Rodent
1988,NL,M,33,182,Neotoma,albigula,Rodent
1989,NL,F,33,187,Neotoma,albigula,Rodent
1989,NL,M,33,180,Neotoma,albigula,Rodent
1989,NL,F,32,138,Neotoma,albigula,Rodent
1989,NL,F,33,148,Neotoma,albigula,Rodent
1989,NL,F,34,141,Neotoma,albigula,Rodent
1989,NL,F,NA,207,Neotoma,albigula,Rodent
1991,NL,M,30,174,Neotoma,albigula,Rodent
1993,NL,F,32,126,Neotoma,albigula,Rodent
1995,NL,F,31,149,Neotoma,albigula,Rodent
1997,NL,F,34,147,Neotoma,albigula,Rodent
1997,NL,M,32,117,Neotoma,albigula,Rodent
1997,NL,F,32,155,Neotoma,albigula,Rodent
1997,NL,F,34,153,Neotoma,albigula,Rodent
1997,NL,F,32,140,Neotoma,albigula,Rodent
1998,NL,F,29,103,Neotoma,albigula,Rodent
1998,NL,M,33,136,Neotoma,albigula,Rodent
1998,NL,M,30,165,Neotoma,albigula,Rodent
1998,NL,M,32,164,Neotoma,albigula,Rodent
1999,NL,F,32,164,Neotoma,albigula,Rodent
1999,NL,F,32,165,Neotoma,albigula,Rodent
2000,NL,M,27,140,Neotoma,albigula,Rodent
2001,NL,F,29,146,Neotoma,albigula,Rodent
2001,NL,M,33,195,Neotoma,albigula,Rodent
2001,NL,M,34,171,Neotoma,albigula,Rodent
2001,NL,M,30,197,Neotoma,albigula,Rodent
2001,NL,M,29,185,Neotoma,albigula,Rodent
2001,NL,M,31,187,Neotoma,albigula,Rodent
2001,NL,M,31,175,Neotoma,albigula,Rodent
2002,NL,M,NA,139,Neotoma,albigula,Rodent
2002,NL,F,29,90,Neotoma,albigula,Rodent
2002,NL,M,28,194,Neotoma,albigula,Rodent
2002,NL,M,35,225,Neotoma,albigula,Rodent
2002,NL,M,32,224,Neotoma,albigula,Rodent
1980,OL,F,21,26,Onychomys,leucogaster,Rodent
1980,OL,F,20,33,Onychomys,leucogaster,Rodent
1980,OL,M,21,37,Onychomys,leucogaster,Rodent
1981,OL,F,20,22,Onychomys,leucogaster,Rodent
1984,OL,F,22,38,Onychomys,leucogaster,Rodent
1984,OL,F,20,39,Onychomys,leucogaster,Rodent
1985,OL,M,20,29,Onychomys,leucogaster,Rodent
1987,OL,F,21,24,Onychomys,leucogaster,Rodent
1991,OL,F,21,32,Onychomys,leucogaster,Rodent
1992,OL,M,21,21,Onychomys,leucogaster,Rodent
1992,OL,F,19,33,Onychomys,leucogaster,Rodent
1981,PM,M,NA,19,Peromyscus,maniculatus,Rodent
1982,PM,M,18,18,Peromyscus,maniculatus,Rodent
1982,PM,M,18,23,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,18,Peromyscus,maniculatus,Rodent
1982,PM,M,NA,24,Peromyscus,maniculatus,Rodent
1982,PM,M,NA,24,Peromyscus,maniculatus,Rodent
1982,PM,F,NA,21,Peromyscus,maniculatus,Rodent
1982,PM,F,18,23,Peromyscus,maniculatus,Rodent
1982,PM,M,20,22,Peromyscus,maniculatus,Rodent
1982,PM,M,20,25,Peromyscus,maniculatus,Rodent
1982,PM,M,21,23,Peromyscus,maniculatus,Rodent
1982,PM,M,21,23,Peromyscus,maniculatus,Rodent
1983,PM,M,19,19,Peromyscus,maniculatus,Rodent
1983,PM,M,21,25,Peromyscus,maniculatus,Rodent
1983,PM,F,20,35,Peromyscus,maniculatus,Rodent
1983,PM,M,20,24,Peromyscus,maniculatus,Rodent
1983,PM,F,19,21,Peromyscus,maniculatus,Rodent
1983,PM,M,21,24,Peromyscus,maniculatus,Rodent
1983,PM,F,19,22,Peromyscus,maniculatus,Rodent
1983,PM,M,21,25,Peromyscus,maniculatus,Rodent
1983,PM,F,19,23,Peromyscus,maniculatus,Rodent
1984,PM,M,20,19,Peromyscus,maniculatus,Rodent
1985,PM,M,20,21,Peromyscus,maniculatus,Rodent
1986,PM,M,19,18,Peromyscus,maniculatus,Rodent
1987,PM,M,22,25,Peromyscus,maniculatus,Rodent
1987,PM,M,20,24,Peromyscus,maniculatus,Rodent
1987,PM,M,21,19,Peromyscus,maniculatus,Rodent
1995,PM,F,19,21,Peromyscus,maniculatus,Rodent
1996,PM,M,21,21,Peromyscus,maniculatus,Rodent
1996,PM,M,21,21,Peromyscus,maniculatus,Rodent
1996,PM,M,20,18,Peromyscus,maniculatus,Rodent
1996,PM,M,20,17,Peromyscus,maniculatus,Rodent
1996,PM,M,19,20,Peromyscus,maniculatus,Rodent
1996,PM,M,20,25,Peromyscus,maniculatus,Rodent
1996,PM,F,21,19,Peromyscus,maniculatus,Rodent
1996,PM,F,20,24,Peromyscus,maniculatus,Rodent
1996,PM,M,20,20,Peromyscus,maniculatus,Rodent
1997,PM,M,21,24,Peromyscus,maniculatus,Rodent
1997,PM,M,20,29,Peromyscus,maniculatus,Rodent
1997,PM,M,24,12,Peromyscus,maniculatus,Rodent
1997,PM,F,21,32,Peromyscus,maniculatus,Rodent
1997,PM,F,21,26,Peromyscus,maniculatus,Rodent
1997,PM,F,19,22,Peromyscus,maniculatus,Rodent
1997,PM,M,19,7,Peromyscus,maniculatus,Rodent
1997,PM,M,18,7,Peromyscus,maniculatus,Rodent
